V1	V2	V3
CAGL0F00363g	ORF|Uncharacterized	NULL
CAGL0F00385r	tRNA|Uncharacterized	NULL
CAGL0F00407g	ORF|Uncharacterized	NULL
CAGL0F00429g	ORF|Uncharacterized	NULL
CAGL0F00451g	ORF|Uncharacterized	NULL
CAGL0F00473g	ORF|Uncharacterized	NULL
CAGL0F00495g	ORF|Uncharacterized	NULL
CAGL0F00517g	ORF|Uncharacterized	NULL
CAGL0F00539g	ORF|Uncharacterized	NULL
CAGL0F00561g	ORF|Uncharacterized	NULL
CAGL0F00583g	ORF|Uncharacterized	NULL
CAGL0F00605g	ORF|Verified	NULL
CAGL0F00627g	ORF|Uncharacterized	NULL
CAGL0F00649g	ORF|Uncharacterized	NULL
CAGL0F00671g	ORF|Uncharacterized	NULL
CAGL0F00693g	ORF|Verified	NULL
CAGL0F00715g	ORF|Uncharacterized	NULL
CAGL0F00737g	ORF|Uncharacterized	NULL
CAGL0F00759g	ORF|Uncharacterized	NULL
CAGL0F00803g	ORF|Uncharacterized	NULL
CAGL0F00825g	ORF|Verified	NULL
CAGL0F00869g	ORF|Uncharacterized	NULL
CAGL0F00891g	ORF|Uncharacterized	NULL
CAGL0F00913g	ORF|Uncharacterized	NULL
CAGL0F00935g	ORF|Uncharacterized	NULL
CAGL0F00957g	ORF|Uncharacterized	NULL
CAGL0F00979g	ORF|Uncharacterized	NULL
CAGL0F01001g	ORF|Uncharacterized	NULL
CAGL0F01023g	ORF|Uncharacterized	NULL
CAGL0F01045g	ORF|Uncharacterized	NULL
CAGL0F01089g	ORF|Uncharacterized	NULL
CAGL0F01111g	ORF|Uncharacterized	NULL
CAGL0F01133g	ORF|Uncharacterized	NULL
CAGL0F01155g	ORF|Uncharacterized	NULL
CAGL0F01177g	ORF|Uncharacterized	NULL
CAGL0F01199g	ORF|Uncharacterized	NULL
CAGL0F01221g	ORF|Uncharacterized	NULL
CAGL0F01243g	ORF|Uncharacterized	NULL
CAGL0F01265g	ORF|Verified	NULL
CAGL0F01287g	ORF|Verified	NULL
CAGL0F01309r	tRNA|Uncharacterized	NULL
CAGL0F01331g	ORF|Uncharacterized	NULL
CAGL0F01353r	tRNA|Uncharacterized	NULL
CAGL0F01397g	ORF|Uncharacterized	NULL
CAGL0F01419g	ORF|Verified	NULL
CAGL0F01463g	ORF|Verified	NULL
CAGL0F01485g	ORF|Verified	NULL
CAGL0F01507g	ORF|Uncharacterized	NULL
CAGL0F01529g	ORF|Uncharacterized	NULL
CAGL0F01551g	ORF|Uncharacterized	NULL
CAGL0F01573g	ORF|Uncharacterized	NULL
CAGL0F01595g	ORF|Uncharacterized	NULL
CAGL0F01617g	ORF|Uncharacterized	NULL
CAGL0F01639g	ORF|Uncharacterized	NULL
CAGL0F01661g	ORF|Uncharacterized	NULL
CAGL0F01683g	ORF|Uncharacterized	NULL
CAGL0F01705g	ORF|Uncharacterized	NULL
CAGL0F01727g	ORF|Uncharacterized	NULL
CAGL0F01749g	ORF|Uncharacterized	NULL
CAGL0F01771g	ORF|Uncharacterized	NULL
CAGL0F01793g	ORF|Verified	NULL
CAGL0F01815g	ORF|Uncharacterized	NULL
CAGL0F01837g	ORF|Uncharacterized	NULL
CAGL0F01859g	ORF|Uncharacterized	NULL
CAGL0F01881g	ORF|Uncharacterized	NULL
CAGL0F01903g	ORF|Uncharacterized	NULL
CAGL0F01925g	ORF|Uncharacterized	NULL
CAGL0F01947g	ORF|Uncharacterized	NULL
CAGL0F01969g	ORF|Uncharacterized	NULL
CAGL0F01991g	ORF|Uncharacterized	NULL
CAGL0F02013g	ORF|Uncharacterized	NULL
CAGL0F02035g	ORF|Uncharacterized	NULL
CAGL0F02057g	ORF|Uncharacterized	NULL
CAGL0F02079g	ORF|Uncharacterized	NULL
CAGL0F02101g	ORF|Uncharacterized	NULL
CAGL0F02123g	ORF|Uncharacterized	NULL
CAGL0F02145g	ORF|Uncharacterized	NULL
CAGL0F02167g	ORF|Uncharacterized	NULL
CAGL0F02189r	tRNA|Uncharacterized	NULL
CAGL0F02233g	ORF|Uncharacterized	NULL
CAGL0F02255g	ORF|Uncharacterized	NULL
CAGL0F02277g	ORF|Uncharacterized	NULL
CAGL0F02299g	ORF|Uncharacterized	NULL
CAGL0F02321s	centromere	NULL
CAGL0F02343g	ORF|Uncharacterized	NULL
CAGL0F02365g	ORF|Uncharacterized	NULL
CAGL0F02387g	ORF|Uncharacterized	NULL
CAGL0F02409r	tRNA|Uncharacterized	NULL
CAGL0F02431g	ORF|Uncharacterized	NULL
CAGL0F02453g	ORF|Uncharacterized	NULL
CAGL0F02475g	ORF|Uncharacterized	NULL
CAGL0F02497g	ORF|Uncharacterized	NULL
CAGL0F02513g	ORF|Uncharacterized	NULL
CAGL0F02519g	ORF|Uncharacterized	NULL
CAGL0F02541g	ORF|Uncharacterized	NULL
CAGL0F02563g	ORF|Uncharacterized	NULL
CAGL0F02585g	ORF|Uncharacterized	NULL
CAGL0F02607g	ORF|Uncharacterized	NULL
CAGL0F02651g	ORF|Uncharacterized	NULL
CAGL0F02673g	ORF|Uncharacterized	NULL
CAGL0F02695g	ORF|Uncharacterized	NULL
CAGL0F02717g	ORF|Verified	NULL
CAGL0F02739g	ORF|Uncharacterized	NULL
CAGL0F02761g	ORF|Uncharacterized	NULL
CAGL0F02783g	ORF|Uncharacterized	NULL
CAGL0F02805g	ORF|Uncharacterized	NULL
CAGL0F02827g	ORF|Uncharacterized	NULL
CAGL0F02849g	ORF|Uncharacterized	NULL
CAGL0F02871g	ORF|Uncharacterized	NULL
CAGL0F02893g	ORF|Uncharacterized	NULL
CAGL0F02915g	ORF|Uncharacterized	NULL
CAGL0F02937g	ORF|Uncharacterized	NULL
CAGL0F02948r	ncRNA|Uncharacterized	NULL
CAGL0F02959g	ORF|Uncharacterized	NULL
CAGL0F02981r	tRNA|Uncharacterized	NULL
CAGL0F03003g	ORF|Uncharacterized	NULL
CAGL0F03025g	ORF|Uncharacterized	NULL
CAGL0F03047g	ORF|Uncharacterized	NULL
CAGL0F03069g	ORF|Uncharacterized	NULL
CAGL0F03091g	ORF|Uncharacterized	NULL
CAGL0F03113g	ORF|Uncharacterized	NULL
CAGL0F03135g	ORF|Uncharacterized	NULL
CAGL0F03157g	ORF|Uncharacterized	NULL
CAGL0F03179g	ORF|Uncharacterized	NULL
CAGL0F03201g	ORF|Uncharacterized	NULL
CAGL0F03223g	ORF|Uncharacterized	NULL
CAGL0F03245g	ORF|Verified	NULL
CAGL0F03261g	ORF|Uncharacterized	NULL
CAGL0F03267g	ORF|Uncharacterized	NULL
CAGL0F03289g	ORF|Uncharacterized	NULL
CAGL0F03311g	ORF|Uncharacterized	NULL
CAGL0F03333g	ORF|Uncharacterized	NULL
CAGL0F03355r	tRNA|Uncharacterized	NULL
CAGL0F03399g	ORF|Uncharacterized	NULL
CAGL0F03421g	ORF|Uncharacterized	NULL
CAGL0F03443g	ORF|Uncharacterized	NULL
CAGL0F03465g	ORF|Uncharacterized	NULL
CAGL0F03487g	ORF|Uncharacterized	NULL
CAGL0F03531g	ORF|Uncharacterized	NULL
CAGL0F03553g	ORF|Verified	NULL
CAGL0F03575g	ORF|Uncharacterized	NULL
CAGL0F03597g	ORF|Uncharacterized	NULL
CAGL0F03619g	ORF|Uncharacterized	NULL
CAGL0F03641g	ORF|Uncharacterized	NULL
CAGL0F03663g	ORF|Uncharacterized	NULL
CAGL0F03685g	ORF|Uncharacterized	NULL
CAGL0F03707g	ORF|Uncharacterized	NULL
CAGL0F03729g	ORF|Uncharacterized	NULL
CAGL0F03751g	ORF|Uncharacterized	NULL
CAGL0F03773g	ORF|Uncharacterized	NULL
CAGL0F03795g	ORF|Uncharacterized	NULL
CAGL0F03817g	ORF|Uncharacterized	NULL
CAGL0F03839g	ORF|Uncharacterized	NULL
CAGL0F03861g	ORF|Uncharacterized	NULL
CAGL0F03883g	ORF|Verified	NULL
CAGL0F03905g	ORF|Uncharacterized	NULL
CAGL0F03927g	ORF|Uncharacterized	NULL
CAGL0F03949g	ORF|Uncharacterized	NULL
CAGL0F03971g	ORF|Uncharacterized	NULL
CAGL0F03993g	ORF|Uncharacterized	NULL
CAGL0F04015g	ORF|Uncharacterized	NULL
CAGL0F04081g	ORF|Uncharacterized	NULL
CAGL0F04092g	ORF|Uncharacterized	NULL
CAGL0F04103g	ORF|Uncharacterized	NULL
CAGL0F04125g	ORF|Uncharacterized	NULL
CAGL0F04191g	ORF|Uncharacterized	NULL
CAGL0F04213g	ORF|Uncharacterized	NULL
CAGL0F04235g	ORF|Uncharacterized	NULL
CAGL0F04257g	ORF|Uncharacterized	NULL
CAGL0F04279g	ORF|Uncharacterized	NULL
CAGL0F04301g	ORF|Uncharacterized	NULL
CAGL0F04323g	ORF|Uncharacterized	NULL
CAGL0F04345g	ORF|Uncharacterized	NULL
CAGL0F04367g	ORF|Uncharacterized	NULL
CAGL0F04389g	ORF|Uncharacterized	NULL
CAGL0F04411g	ORF|Uncharacterized	NULL
CAGL0F04433g	ORF|Uncharacterized	NULL
CAGL0F04455g	ORF|Uncharacterized	NULL
CAGL0F04477g	ORF|Uncharacterized	NULL
CAGL0F04499g	ORF|Uncharacterized	NULL
CAGL0F04521g	ORF|Uncharacterized	NULL
CAGL0F04543g	ORF|Uncharacterized	NULL
CAGL0F04565g	ORF|Uncharacterized	NULL
CAGL0F04587g	ORF|Uncharacterized	NULL
CAGL0F04609g	ORF|Uncharacterized	NULL
CAGL0F04631g	ORF|Uncharacterized	NULL
CAGL0F04653g	ORF|Uncharacterized	NULL
CAGL0F04675r	tRNA|Uncharacterized	NULL
CAGL0F04697g	ORF|Uncharacterized	NULL
CAGL0F04719g	ORF|Uncharacterized	NULL
CAGL0F04741g	ORF|Uncharacterized	NULL
CAGL0F04763g	ORF|Uncharacterized	NULL
CAGL0F04785g	ORF|Uncharacterized	NULL
CAGL0F04807g	ORF|Uncharacterized	NULL
CAGL0F04829g	ORF|Uncharacterized	NULL
CAGL0F04851g	ORF|Uncharacterized	NULL
CAGL0F04873g	ORF|Uncharacterized	NULL
CAGL0F04895g	ORF|Uncharacterized	NULL
CAGL0F04917g	ORF|Uncharacterized	NULL
CAGL0F04939g	ORF|Uncharacterized	NULL
CAGL0F04961g	ORF|Uncharacterized	NULL
CAGL0F04983g	ORF|Uncharacterized	NULL
CAGL0F05005g	ORF|Uncharacterized	NULL
CAGL0F05027g	ORF|Uncharacterized	NULL
CAGL0F05049g	ORF|Uncharacterized	NULL
CAGL0F05071g	ORF|Uncharacterized	NULL
CAGL0F05093g	ORF|Uncharacterized	NULL
CAGL0F05115g	ORF|Uncharacterized	NULL
CAGL0F05137g	ORF|Uncharacterized	NULL
CAGL0F05159g	ORF|Uncharacterized	NULL
CAGL0F05181g	ORF|Uncharacterized	NULL
CAGL0F05203g	ORF|Uncharacterized	NULL
CAGL0F05225g	ORF|Uncharacterized	NULL
CAGL0F05247g	ORF|Uncharacterized	NULL
CAGL0F05269g	ORF|Uncharacterized	NULL
CAGL0F05291r	tRNA|Uncharacterized	NULL
CAGL0F05329g	ORF|Uncharacterized	NULL
CAGL0F05335g	ORF|Uncharacterized	NULL
CAGL0F05357g	ORF|Uncharacterized	NULL
CAGL0F05379g	ORF|Uncharacterized	NULL
CAGL0F05401g	ORF|Uncharacterized	NULL
CAGL0F05423g	ORF|Uncharacterized	NULL
CAGL0F05445g	ORF|Uncharacterized	NULL
CAGL0F05467g	ORF|Uncharacterized	NULL
CAGL0F05489g	ORF|Uncharacterized	NULL
CAGL0F05511g	ORF|Uncharacterized	NULL
CAGL0F05533g	ORF|Uncharacterized	NULL
CAGL0F05555g	ORF|Uncharacterized	NULL
CAGL0F05577g	ORF|Uncharacterized	NULL
CAGL0F05599g	ORF|Uncharacterized	NULL
CAGL0F05621g	ORF|Uncharacterized	NULL
CAGL0F05643g	ORF|Uncharacterized	NULL
CAGL0F05665g	ORF|Uncharacterized	NULL
CAGL0F05687g	ORF|Uncharacterized	NULL
CAGL0F05709g	ORF|Uncharacterized	NULL
CAGL0F05731g	ORF|Uncharacterized	NULL
CAGL0F05753g	ORF|Uncharacterized	NULL
CAGL0F05775g	ORF|Uncharacterized	NULL
CAGL0F05797g	ORF|Uncharacterized	NULL
CAGL0F05819g	ORF|Uncharacterized	NULL
CAGL0F05841g	ORF|Uncharacterized	NULL
CAGL0F05863g	ORF|Uncharacterized	NULL
CAGL0F05885g	ORF|Uncharacterized	NULL
CAGL0F05907g	ORF|Uncharacterized	NULL
CAGL0F05929g	ORF|Uncharacterized	NULL
CAGL0F05951g	ORF|Uncharacterized	NULL
CAGL0F05973g	ORF|Uncharacterized	NULL
CAGL0F05995g	ORF|Verified	NULL
CAGL0F06017g	ORF|Uncharacterized	NULL
CAGL0F06039g	ORF|Uncharacterized	NULL
CAGL0F06061g	ORF|Uncharacterized	NULL
CAGL0F06083r	tRNA|Uncharacterized	NULL
CAGL0F06127g	ORF|Uncharacterized	NULL
CAGL0F06149g	ORF|Uncharacterized	NULL
CAGL0F06171g	ORF|Uncharacterized	NULL
CAGL0F06193r	tRNA|Uncharacterized	NULL
CAGL0F06215g	ORF|Uncharacterized	NULL
CAGL0F06237g	ORF|Uncharacterized	NULL
CAGL0F06259g	ORF|Uncharacterized	NULL
CAGL0F06281r	tRNA|Uncharacterized	NULL
CAGL0F06325g	ORF|Uncharacterized	NULL
CAGL0F06347g	ORF|Uncharacterized	NULL
CAGL0F06369g	ORF|Uncharacterized	NULL
CAGL0F06391g	ORF|Uncharacterized	NULL
CAGL0F06413g	ORF|Uncharacterized	NULL
CAGL0F06435g	ORF|Uncharacterized	NULL
CAGL0F06457g	ORF|Uncharacterized	NULL
CAGL0F06479g	ORF|Uncharacterized	NULL
CAGL0F06501g	ORF|Uncharacterized	NULL
CAGL0F06523g	ORF|Uncharacterized	NULL
CAGL0F06545g	ORF|Uncharacterized	NULL
CAGL0F06567g	ORF|Uncharacterized	NULL
CAGL0F06589g	ORF|Uncharacterized	NULL
CAGL0F06600r	ncRNA|Uncharacterized	NULL
CAGL0F06611g	ORF|Uncharacterized	NULL
CAGL0F06633g	ORF|Uncharacterized	NULL
CAGL0F06655g	ORF|Uncharacterized	NULL
CAGL0F06677g	ORF|Uncharacterized	NULL
CAGL0F06693g	ORF|Uncharacterized	NULL
CAGL0F06699g	ORF|Uncharacterized	NULL
CAGL0F06721g	ORF|Uncharacterized	NULL
CAGL0F06743g	ORF|Uncharacterized	NULL
CAGL0F06765g	ORF|Uncharacterized	NULL
CAGL0F06787g	ORF|Uncharacterized	NULL
CAGL0F06809g	ORF|Uncharacterized	NULL
CAGL0F06831g	ORF|Uncharacterized	NULL
CAGL0F06853g	ORF|Uncharacterized	NULL
CAGL0F06875g	ORF|Uncharacterized	NULL
CAGL0F06897g	ORF|Uncharacterized	NULL
CAGL0F06919g	ORF|Uncharacterized	NULL
CAGL0F06941g	ORF|Uncharacterized	NULL
CAGL0F06963g	ORF|Uncharacterized	NULL
CAGL0F06985g	ORF|Uncharacterized	NULL
CAGL0F07007g	ORF|Uncharacterized	NULL
CAGL0F07029g	ORF|Uncharacterized	NULL
CAGL0F07051g	ORF|Uncharacterized	NULL
CAGL0F07073g	ORF|Uncharacterized	NULL
CAGL0F07095g	ORF|Uncharacterized	NULL
CAGL0F07117g	ORF|Uncharacterized	NULL
CAGL0F07139g	ORF|Uncharacterized	NULL
CAGL0F07172g	ORF|Merged/Split|Uncharacterized	NULL
CAGL0F07205r	tRNA|Uncharacterized	NULL
CAGL0F07249g	ORF|Uncharacterized	NULL
CAGL0F07271g	ORF|Uncharacterized	NULL
CAGL0F07293g	ORF|Uncharacterized	NULL
CAGL0F07315g	ORF|Uncharacterized	NULL
CAGL0F07337g	ORF|Uncharacterized	NULL
CAGL0F07359g	ORF|Uncharacterized	NULL
CAGL0F07381g	ORF|Uncharacterized	NULL
CAGL0F07403g	ORF|Uncharacterized	NULL
CAGL0F07425g	ORF|Uncharacterized	NULL
CAGL0F07447g	ORF|Uncharacterized	NULL
CAGL0F07469g	ORF|Uncharacterized	NULL
CAGL0F07491g	ORF|Uncharacterized	NULL
CAGL0F07513g	ORF|Uncharacterized	NULL
CAGL0F07535g	ORF|Uncharacterized	NULL
CAGL0F07557g	ORF|Uncharacterized	NULL
CAGL0F07579g	ORF|Verified	NULL
CAGL0F07601g	ORF|Verified	NULL
CAGL0F07623g	ORF|Uncharacterized	NULL
CAGL0F07645g	ORF|Uncharacterized	NULL
CAGL0F07667g	ORF|Uncharacterized	NULL
CAGL0F07689g	ORF|Uncharacterized	NULL
CAGL0F07711g	ORF|Uncharacterized	NULL
CAGL0F07733g	ORF|Uncharacterized	NULL
CAGL0F07755g	ORF|Verified	NULL
CAGL0F07777g	ORF|Uncharacterized	NULL
CAGL0F07799g	ORF|Uncharacterized	NULL
CAGL0F07821g	ORF|Uncharacterized	NULL
CAGL0F07843g	ORF|Uncharacterized	NULL
CAGL0F07865g	ORF|Uncharacterized	NULL
CAGL0F07887g	ORF|Uncharacterized	NULL
CAGL0F07909g	ORF|Uncharacterized	NULL
CAGL0F07931g	ORF|Uncharacterized	NULL
CAGL0F07953g	ORF|Uncharacterized	NULL
CAGL0F07975g	ORF|Uncharacterized	NULL
CAGL0F07997g	ORF|Uncharacterized	NULL
CAGL0F08019g	ORF|Uncharacterized	NULL
CAGL0F08041g	ORF|Uncharacterized	NULL
CAGL0F08063g	ORF|Uncharacterized	NULL
CAGL0F08085g	ORF|Uncharacterized	NULL
CAGL0F08107g	ORF|Uncharacterized	NULL
CAGL0F08129g	ORF|Uncharacterized	NULL
CAGL0F08151g	ORF|Uncharacterized	NULL
CAGL0F08173g	ORF|Uncharacterized	NULL
CAGL0F08195g	ORF|Uncharacterized	NULL
CAGL0F08217g	ORF|Uncharacterized	NULL
CAGL0F08239g	ORF|Uncharacterized	NULL
CAGL0F08261g	ORF|Uncharacterized	NULL
CAGL0F08283g	ORF|Uncharacterized	NULL
CAGL0F08305g	ORF|Uncharacterized	NULL
CAGL0F08327g	ORF|Uncharacterized	NULL
CAGL0F08349r	tRNA|Uncharacterized	NULL
CAGL0F08371g	ORF|Verified	NULL
CAGL0F08393g	ORF|Uncharacterized	NULL
CAGL0F08415g	ORF|Uncharacterized	NULL
CAGL0F08437g	ORF|Uncharacterized	NULL
CAGL0F08459g	ORF|Uncharacterized	NULL
CAGL0F08481g	ORF|Uncharacterized	NULL
CAGL0F08503g	ORF|Uncharacterized	NULL
CAGL0F08525g	ORF|Uncharacterized	NULL
CAGL0F08547g	ORF|Verified	NULL
CAGL0F08558r	ncRNA|Uncharacterized	NULL
CAGL0F08569g	ORF|Uncharacterized	NULL
CAGL0F08591g	ORF|Uncharacterized	NULL
CAGL0F08613g	ORF|Uncharacterized	NULL
CAGL0F08635g	ORF|Uncharacterized	NULL
CAGL0F08657g	ORF|Uncharacterized	NULL
CAGL0F08679g	ORF|Uncharacterized	NULL
CAGL0F08701g	ORF|Uncharacterized	NULL
CAGL0F08723g	ORF|Uncharacterized	NULL
CAGL0F08745g	ORF|Uncharacterized	NULL
CAGL0F08767g	ORF|Uncharacterized	NULL
CAGL0F08789g	ORF|Uncharacterized	NULL
CAGL0F08811g	ORF|Uncharacterized	NULL
CAGL0F08833g	ORF|Uncharacterized	NULL
CAGL0F08855g	ORF|Uncharacterized	NULL
CAGL0F08877g	ORF|Uncharacterized	NULL
CAGL0F08899r	tRNA|Uncharacterized	NULL
CAGL0F08943g	ORF|Uncharacterized	NULL
CAGL0F08965g	ORF|Uncharacterized	NULL
CAGL0F08987g	ORF|Uncharacterized	NULL
CAGL0F09009g	ORF|Uncharacterized	NULL
CAGL0F09031g	ORF|Uncharacterized	NULL
CAGL0F09053g	ORF|Uncharacterized	NULL
CAGL0F09075g	ORF|Uncharacterized	NULL
CAGL0F09097g	ORF|Verified	NULL
CAGL0F09119g	ORF|Uncharacterized	NULL
CAGL0F09141g	ORF|Uncharacterized	NULL
CAGL0F09163g	ORF|Uncharacterized	NULL
CAGL0F09185g	ORF|Uncharacterized	NULL
CAGL0F09207g	ORF|Uncharacterized	NULL
CAGL0F09229g	ORF|Uncharacterized	NULL
CAGL0F09273g	ORF|Uncharacterized	NULL
CAGL0G00105g	ORF|Uncharacterized	NULL
CAGL0G00110g	pseudogene	NULL
CAGL0G00121g	ORF|Uncharacterized	NULL
CAGL0G00154g	ORF|Uncharacterized	NULL
CAGL0G00176g	ORF|Uncharacterized	NULL
CAGL0G00220g	ORF|Uncharacterized	NULL
CAGL0G00242g	ORF|Uncharacterized	NULL
CAGL0G00264g	ORF|Uncharacterized	NULL
CAGL0G00286g	ORF|Verified	NULL
CAGL0G00297g	ORF|Uncharacterized	NULL
CAGL0G00308g	ORF|Verified	NULL
CAGL0G00330g	ORF|Uncharacterized	NULL
CAGL0G00352g	ORF|Uncharacterized	NULL
CAGL0G00374g	ORF|Uncharacterized	NULL
CAGL0G00396g	ORF|Uncharacterized	NULL
CAGL0G00418g	ORF|Uncharacterized	NULL
CAGL0G00440g	ORF|Uncharacterized	NULL
CAGL0G00462g	ORF|Uncharacterized	NULL
CAGL0G00484g	ORF|Uncharacterized	NULL
CAGL0G00506g	ORF|Uncharacterized	NULL
CAGL0G00528g	ORF|Uncharacterized	NULL
CAGL0G00550g	ORF|Uncharacterized	NULL
CAGL0G00572s	centromere	NULL
CAGL0G00594g	ORF|Uncharacterized	NULL
CAGL0G00616r	tRNA|Uncharacterized	NULL
CAGL0G00660g	ORF|Uncharacterized	NULL
CAGL0G00682g	ORF|Uncharacterized	NULL
CAGL0G00704g	ORF|Uncharacterized	NULL
CAGL0G00726g	ORF|Uncharacterized	NULL
CAGL0G00748g	ORF|Uncharacterized	NULL
CAGL0G00770r	tRNA|Uncharacterized	NULL
CAGL0G00792g	ORF|Uncharacterized	NULL
CAGL0G00814g	ORF|Uncharacterized	NULL
CAGL0G00836g	ORF|Uncharacterized	NULL
CAGL0G00858g	ORF|Uncharacterized	NULL
CAGL0G00864r	ncRNA|Uncharacterized	NULL
CAGL0G00869r	ncRNA|Uncharacterized	NULL
CAGL0G00874r	ncRNA|Uncharacterized	NULL
CAGL0G00880r	tRNA|Uncharacterized	NULL
CAGL0G00902g	ORF|Uncharacterized	NULL
CAGL0G00924g	ORF|Uncharacterized	NULL
CAGL0G00946g	ORF|Uncharacterized	NULL
CAGL0G00968g	ORF|Uncharacterized	NULL
CAGL0G00990g	ORF|Uncharacterized	NULL
CAGL0G01012g	ORF|Uncharacterized	NULL
CAGL0G01034g	ORF|Verified	NULL
CAGL0G01056g	ORF|Uncharacterized	NULL
CAGL0G01078g	ORF|Uncharacterized	NULL
CAGL0G01100g	ORF|Uncharacterized	NULL
CAGL0G01122g	ORF|Uncharacterized	NULL
CAGL0G01144g	ORF|Uncharacterized	NULL
CAGL0G01166g	ORF|Uncharacterized	NULL
CAGL0G01188g	ORF|Uncharacterized	NULL
CAGL0G01210g	ORF|Uncharacterized	NULL
CAGL0G01232g	ORF|Uncharacterized	NULL
CAGL0G01254g	ORF|Verified	NULL
CAGL0G01276g	ORF|Uncharacterized	NULL
CAGL0G01298g	ORF|Uncharacterized	NULL
CAGL0G01320g	ORF|Uncharacterized	NULL
CAGL0G01342g	ORF|Uncharacterized	NULL
CAGL0G01364g	ORF|Uncharacterized	NULL
CAGL0G01386g	ORF|Uncharacterized	NULL
CAGL0G01408g	ORF|Uncharacterized	NULL
CAGL0G01430g	ORF|Uncharacterized	NULL
CAGL0G01452g	ORF|Uncharacterized	NULL
CAGL0G01474g	ORF|Uncharacterized	NULL
CAGL0G01496g	ORF|Uncharacterized	NULL
CAGL0G01518r	tRNA|Uncharacterized	NULL
CAGL0G01540g	ORF|Verified	NULL
CAGL0G01562g	ORF|Uncharacterized	NULL
CAGL0G01584g	ORF|Uncharacterized	NULL
CAGL0G01606g	ORF|Uncharacterized	NULL
CAGL0G01628g	ORF|Uncharacterized	NULL
CAGL0G01650r	tRNA|Uncharacterized	NULL
CAGL0G01672g	ORF|Uncharacterized	NULL
CAGL0G01694g	ORF|Uncharacterized	NULL
CAGL0G01716g	ORF|Uncharacterized	NULL
CAGL0G01738g	ORF|Uncharacterized	NULL
CAGL0G01760g	ORF|Uncharacterized	NULL
CAGL0G01782g	ORF|Uncharacterized	NULL
CAGL0G01804g	ORF|Uncharacterized	NULL
CAGL0G01826g	ORF|Uncharacterized	NULL
CAGL0G01848g	ORF|Uncharacterized	NULL
CAGL0G01881g	ORF|Uncharacterized	NULL
CAGL0G01892g	ORF|Uncharacterized	NULL
CAGL0G01903g	ORF|Uncharacterized	NULL
CAGL0G01925g	ORF|Uncharacterized	NULL
CAGL0G01947g	ORF|Uncharacterized	NULL
CAGL0G01969g	ORF|Uncharacterized	NULL
CAGL0G01991g	ORF|Uncharacterized	NULL
CAGL0G02013g	ORF|Uncharacterized	NULL
CAGL0G02035g	ORF|Uncharacterized	NULL
CAGL0G02057g	ORF|Uncharacterized	NULL
CAGL0G02079g	ORF|Uncharacterized	NULL
CAGL0G02101g	ORF|Uncharacterized	NULL
CAGL0G02123g	ORF|Uncharacterized	NULL
CAGL0G02145g	ORF|Uncharacterized	NULL
CAGL0G02167g	ORF|Uncharacterized	NULL
CAGL0G02189g	ORF|Uncharacterized	NULL
CAGL0G02211g	ORF|Uncharacterized	NULL
CAGL0G02233g	ORF|Uncharacterized	NULL
CAGL0G02255g	ORF|Uncharacterized	NULL
CAGL0G02277g	ORF|Uncharacterized	NULL
CAGL0G02299g	ORF|Uncharacterized	NULL
CAGL0G02321g	ORF|Uncharacterized	NULL
CAGL0G02343g	ORF|Uncharacterized	NULL
CAGL0G02365g	ORF|Uncharacterized	NULL
CAGL0G02387g	ORF|Uncharacterized	NULL
CAGL0G02409g	ORF|Uncharacterized	NULL
CAGL0G02453g	ORF|Uncharacterized	NULL
CAGL0G02475g	ORF|Uncharacterized	NULL
CAGL0G02497g	ORF|Uncharacterized	NULL
CAGL0G02519g	ORF|Uncharacterized	NULL
CAGL0G02535g	ORF|Uncharacterized	NULL
CAGL0G02541g	ORF|Uncharacterized	NULL
CAGL0G02563g	ORF|Uncharacterized	NULL
CAGL0G02585g	ORF|Uncharacterized	NULL
CAGL0G02607g	ORF|Uncharacterized	NULL
CAGL0G02629g	ORF|Uncharacterized	NULL
CAGL0G02651g	ORF|Uncharacterized	NULL
CAGL0G02673g	ORF|Uncharacterized	NULL
CAGL0G02695g	ORF|Uncharacterized	NULL
CAGL0G02717g	ORF|Uncharacterized	NULL
CAGL0G02739g	ORF|Uncharacterized	NULL
CAGL0G02761g	ORF|Uncharacterized	NULL
CAGL0G02783g	ORF|Uncharacterized	NULL
CAGL0G02805g	ORF|Uncharacterized	NULL
CAGL0G02827g	ORF|Uncharacterized	NULL
CAGL0G02849g	ORF|Uncharacterized	NULL
CAGL0G02871g	ORF|Uncharacterized	NULL
CAGL0G02882r	ncRNA|Uncharacterized	NULL
CAGL0G02893g	ORF|Uncharacterized	NULL
CAGL0G02915g	ORF|Uncharacterized	NULL
CAGL0G02937g	ORF|Uncharacterized	NULL
CAGL0G02959g	ORF|Uncharacterized	NULL
CAGL0G02981r	tRNA|Uncharacterized	NULL
CAGL0G03003g	ORF|Uncharacterized	NULL
CAGL0G03025g	ORF|Uncharacterized	NULL
CAGL0G03047g	ORF|Uncharacterized	NULL
CAGL0G03069g	ORF|Uncharacterized	NULL
CAGL0G03091g	ORF|Uncharacterized	NULL
CAGL0G03113g	ORF|Uncharacterized	NULL
CAGL0G03135g	ORF|Uncharacterized	NULL
CAGL0G03157g	ORF|Uncharacterized	NULL
CAGL0G03179g	ORF|Uncharacterized	NULL
CAGL0G03201g	ORF|Uncharacterized	NULL
CAGL0G03223g	ORF|Uncharacterized	NULL
